id,title,views,date
75,Saint_Patrick's_Day,933267.0,20140317
76,Crimea,235862.0,20140318
77,My_Cousin_Vinny,193057.0,20140319
78,Mill_(grinding),665864.0,20140320
79,Ayrton_Senna,263502.0,20140321
80,Agnes_Martin,456410.0,20140322
81,Sildenafil,151470.0,20140323
82,Dorothy_Height,537030.0,20140324
83,Graham_Island_(Sicily),433949.0,20140325
84,Kathryn_Johnston_shooting,176232.0,20140326
85,Malware,431298.0,20140327
86,Triceratops,1174631.0,20140328
87,Malware,1035036.0,20140329
88,Malware,1188461.0,20140330
89,Stereoscope,758348.0,20140331
90,How_I_Met_Your_Mother,430667.0,20140401
91,How_I_Met_Your_Mother,171466.0,20140402
92,Java,152256.0,20140403
93,Climatic_Research_Unit_email_controversy,170601.0,20140404
94,Java,146802.0,20140405
95,Slander,581664.0,20140406
96,Mickey_Rooney,761160.0,20140407
97,Malware,443845.0,20140408
98,The_Ultimate_Warrior,522909.0,20140409
99,Blok_P,211186.0,20140410
100,Hannah_Montana,689326.0,20140411
101,Cicciolina,774066.0,20140412
102,Neanderthal,240666.0,20140413
103,Göbekli_Tepe,330573.0,20140414
104,Hugh_Laurie,255702.0,20140415
105,Lexus_LFA,709006.0,20140416
106,Off-the-Record_Messaging,283613.0,20140417
107,Good_Friday,332393.0,20140418
108,Marcin_Ignaczak,452235.0,20140419
109,Jan_Paweł,507663.0,20140420
110,Snoop_Dogg,704149.0,20140421
111,Seth_Rogen,247240.0,20140422
112,Jan_Paweł,512535.0,20140423
113,QuantiFERON,158232.0,20140424
114,Tito_Vilanova,161946.0,20140425
115,Jan_Paweł,234041.0,20140426
116,Women's_lacrosse,646335.0,20140427
117,Donald_Sterling,462845.0,20140428
118,Donald_Sterling,543399.0,20140429
119,Donald_Sterling,391563.0,20140430
120,May_Day,283468.0,20140501
121,Alive,175793.0,20140502
122,Alive,144345.0,20140503
123,Audrey_Hepburn,1277904.0,20140504
124,Cinco_de_Mayo,737914.0,20140505
125,Cinco_de_Mayo,234088.0,20140506
126,Ks._Jan,474407.0,20140507
127,Dr_Jan,170840.0,20140508
128,Conchita_Wurst,299494.0,20140509
129,Martine_Dalmas,342486.0,20140510
130,Conchita_Wurst,676816.0,20140511
131,Dorothy_Hodgkin,1549896.0,20140512
132,Solange_Knowles,179083.0,20140513
133,Enron_scandal,191724.0,20140514
134,Marcin_Ignaczak,309618.0,20140515
135,Maria_Gaetana_Agnesi,967820.0,20140516
136,Brown_v._Board_of_Education,1263055.0,20140517
137,Indigenous_australian,4031649.0,20140518
138,Indigenous_australian,4392966.0,20140519
139,Indigenous_australian,4281774.0,20140520
140,Indigenous_australian,4134370.0,20140521
141,Indigenous_australian,3790375.0,20140522
142,Indigenous_australian,3299652.0,20140523
143,indigenous_australian,4784609.0,20140524
144,Indigenous_australian,1912626.0,20140525
145,Ks._Sławomir,638714.0,20140526
146,Postpartum_depression,1748115.0,20140527
147,Maya_Angelou,633854.0,20140528
148,Denial,518351.0,20140529
149,Cremation,245802.0,20140530
150,Ohm_Shanthi_Oshaana,141354.0,20140531
151,O._Gabriel,175638.0,20140601
152,Ann_B._Davis,248484.0,20140602
153,Slender_Man,287684.0,20140603
154,Slender_Man,258502.0,20140604
155,Pilot_(Lost),277611.0,20140605
156,Normandy_landings,358941.0,20140606
157,Rashad_McCants,161275.0,20140607
158,Sammie,346590.0,20140608
159,O._Gabriel,793177.0,20140609
160,O._Gabriel,528188.0,20140610
161,2014_FIFA_World_Cup,207479.0,20140611
162,2014_FIFA_World_Cup,484219.0,20140612
163,2014_FIFA_World_Cup,361848.0,20140613
164,2014_FIFA_World_Cup,319755.0,20140614
165,2014_FIFA_World_Cup,319700.0,20140615
166,2014_FIFA_World_Cup,366462.0,20140616
167,Malware,547295.0,20140617
168,2014_FIFA_World_Cup,356636.0,20140618
169,2014_FIFA_World_Cup,366255.0,20140619
170,Jimmy_Durante,468748.0,20140620
171,2014_FIFA_World_Cup,253525.0,20140621
172,List_of_most_viewed_YouTube_videos,2960671.0,20140622
173,2014_FIFA_World_Cup,410120.0,20140623
174,2014_FIFA_World_Cup,410390.0,20140624
175,2014_FIFA_World_Cup,408862.0,20140625
176,2014_FIFA_World_Cup,445911.0,20140626
177,Masaaki_Yuasa,380327.0,20140627
178,Janitor_(Scrubs),275243.0,20140628
179,Cornfield_Bomber,336790.0,20140629
180,Malware,635488.0,20140630
181,Malware,399832.0,20140701
182,Tim_Howard,309540.0,20140702
183,2014_FIFA_World_Cup,125342.0,20140703
184,Independence_Day_(United_States),334728.0,20140704
185,2014_FIFA_World_Cup,185558.0,20140705
186,Novak_Djokovic,294486.0,20140706
187,Laverne_Cox,392778.0,20140707
188,Amazon.com,300826.0,20140708
189,"Indonesian_presidential_election,_2014",347189.0,20140709
190,White_Zinfandel,199971.0,20140710
191,Amazon.com,224337.0,20140711
192,Because_the_Internet,580680.0,20140712
193,FIFA_World_Cup,339371.0,20140713
194,2014_FIFA_World_Cup,311653.0,20140714
195,Anilides,288819.0,20140715
196,Amazon.com,198794.0,20140716
197,Kurt_Russell,740391.0,20140717
198,Subaru_Justy,954324.0,20140718
199,Subaru_Justy,3096775.0,20140719
200,Subaru_Justy,3101058.0,20140720
201,Subaru_Justy,1970440.0,20140721
202,Rose_Leslie,140133.0,20140722
203,Tom_Lehrer,336712.0,20140723
204,Amazon.com,285695.0,20140724
205,100,538949.0,20140725
206,Genderqueer,230533.0,20140726
207,Java,146855.0,20140727
208,World_War_I,376349.0,20140728
209,Alliteration,1347357.0,20140729
210,Alliteration,1666556.0,20140730
211,Alliteration,1658160.0,20140731
212,Alliteration,1675354.0,20140801
213,Alliteration,1675706.0,20140802
214,Alliteration,1608036.0,20140803
215,Alliteration,1620612.0,20140804
216,Java,419251.0,20140805
217,Malware,675580.0,20140806
218,Malware,607617.0,20140807
219,Martine_Dalmas,810066.0,20140808
220,Malware,586063.0,20140809
221,Malware,725738.0,20140810
222,Malware,536430.0,20140811
223,Robin_Williams,5181688.0,20140812
224,Robin_Williams,1268964.0,20140813
225,Robin_Williams,537352.0,20140814
226,Robin_Williams,314903.0,20140815
227,Robin_Williams,212834.0,20140816
228,Robin_Williams,198132.0,20140817
229,Ice_Bucket_Challenge,304889.0,20140818
230,Ice_Bucket_Challenge,438733.0,20140819
231,Ice_Bucket_Challenge,543941.0,20140820
232,Ice_Bucket_Challenge,556610.0,20140821
233,Ice_Bucket_Challenge,500116.0,20140822
234,Ice_Bucket_Challenge,339434.0,20140823
235,Ice_Bucket_Challenge,324984.0,20140824
236,Richard_Attenborough,411693.0,20140825
237,Ice_Bucket_Challenge,342213.0,20140826
238,Ice_Bucket_Challenge,266162.0,20140827
239,Ice_Bucket_Challenge,172351.0,20140828
240,Brainfuck,839021.0,20140829
241,Brainfuck,795284.0,20140830
242,Corona_(satellite),284706.0,20140831
243,LASIK,326508.0,20140901
244,2014_celebrity_pictures_hack,193768.0,20140902
245,2014_celebrity_pictures_hack,174021.0,20140903
246,Joan_Rivers,711973.0,20140904
247,Joan_Rivers,688594.0,20140905
248,Joan_Rivers,209505.0,20140906
249,Amazon.com,192835.0,20140907
250,Thus_Spoke_Zarathustra,218240.0,20140908
251,Less_(Unix),877107.0,20140909
252,Less_(Unix),1257115.0,20140910
253,Less_(Unix),1085193.0,20140911
254,Less_(Unix),1277860.0,20140912
255,Less_(Unix),1426252.0,20140913
256,Less_(Unix),1605139.0,20140914
257,Less_(Unix),1319478.0,20140915
258,Less_(Unix),1314264.0,20140916
259,Less_(Unix),1012290.0,20140917
260,Less_(Unix),706847.0,20140918
261,Less_(Unix),722880.0,20140919
262,Less_(Unix),754781.0,20140920
263,Less_(Unix),714739.0,20140921
264,Less_(Unix),686475.0,20140922
265,Mutual_fund,677609.0,20140923
266,Less_(Unix),705925.0,20140924
267,Less_(Unix),697240.0,20140925
268,Less_(Unix),727747.0,20140926
269,Script_kiddie,1251617.0,20140927
270,Script_kiddie,3907416.0,20140928
271,Less_(Unix),644401.0,20140929
272,Kyaraben,663189.0,20140930
273,Queen_II,582413.0,20141001
274,List_of_Bob's_Burgers_episodes,1140664.0,20141002
275,Heartbleed,891781.0,20141003
276,Heartbleed,970944.0,20141004
277,Online_shopping,349778.0,20141005
278,Thor_Heyerdahl,596861.0,20141006
279,Deck_the_Halls,391347.0,20141007
280,Criticism_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,698409.0,20141008
281,===,757744.0,20141009
282,Lamington,1549790.0,20141010
283,Lamington,1573534.0,20141011
284,Lamington,1566833.0,20141012
285,Malware,1549669.0,20141013
286,Malware,1291039.0,20141014
287,Malware,1366029.0,20141015
288,Malware,1397980.0,20141016
289,Malware,1237276.0,20141017
290,Jack_Trice,1504791.0,20141018
291,Malware,1326693.0,20141019
292,Malware,939132.0,20141020
293,Malware,715833.0,20141021
294,Homocysteine,1741253.0,20141022
295,Ultron,494161.0,20141023
296,The_Book_of_Life_(2014_film),516813.0,20141024
297,The_Book_of_Life_(2014_film),1361767.0,20141025
298,Malware,1187411.0,20141026
299,Malware,1297260.0,20141027
300,Malware,1158632.0,20141028
301,Malware,1286229.0,20141029
302,Malware,948876.0,20141030
303,Halloween,1030783.0,20141031
304,Online_shopping,1120363.0,20141101
305,Online_shopping,1451241.0,20141102
306,Online_shopping,1619474.0,20141103
307,Online_shopping,1609495.0,20141104
308,Online_shopping,1762396.0,20141105
309,Online_shopping,1681240.0,20141106
310,Online_shopping,1670899.0,20141107
311,Malware,1291363.0,20141108
312,Malware,1820097.0,20141109
313,Malware,1330223.0,20141110
314,Malware,853468.0,20141111
315,Malware,624026.0,20141112
316,Kho_kho,1054235.0,20141113
317,Kho_kho,1463108.0,20141114
318,Flags_of_the_Confederate_States_of_America,1198927.0,20141115
319,Tidal_(album),660776.0,20141116
320,Ethernet_frame,917865.0,20141117
321,Ethernet_frame,1396890.0,20141118
322,Ethernet_frame,1075415.0,20141119
323,Ethernet_frame,1434770.0,20141120
324,Ethernet_frame,1504700.0,20141121
325,Field-effect_transistor,2497521.0,20141122
326,Field-effect_transistor,2495898.0,20141123
327,Ethernet_frame,1541252.0,20141124
328,Ethernet_frame,1490612.0,20141125
329,Ethernet_frame,1511856.0,20141126
330,Ethernet_frame,1535277.0,20141127
331,Ethernet_frame,1537878.0,20141128
332,Ethernet_frame,1549893.0,20141129
333,Ethernet_frame,1550069.0,20141130
334,Flower,1370722.0,20141201
335,Flower,1248722.0,20141202
336,Line_integral_convolution,1711956.0,20141203
337,Line_integral_convolution,2336030.0,20141204
338,Line_integral_convolution,462617.0,20141205
339,List_of_SIP_response_codes,773093.0,20141206
340,List_of_SIP_response_codes,773753.0,20141207
341,List_of_SIP_response_codes,774064.0,20141208
342,List_of_SIP_response_codes,468585.0,20141209
343,Huntington's_disease,659379.0,20141210
344,Annie_Jump_Cannon,352669.0,20141211
345,Indian_cricket_team_in_Australia_in_2014–15,928510.0,20141212
346,Beta2-adrenergic_receptor_agonist,219202.0,20141213
347,Genene_Jones,200427.0,20141214
348,Azithromycin,251663.0,20141215
349,Additive_white_Gaussian_noise,479348.0,20141216
350,United_States_Naval_Observatory,428795.0,20141217
351,Marilyn_Manson,246775.0,20141218
352,FSArchiver,309989.0,20141219
353,FSArchiver,350270.0,20141220
354,FSArchiver,310447.0,20141221
355,Surface-mount_technology,455086.0,20141222
356,FSArchiver,286243.0,20141223
357,FSArchiver,289529.0,20141224
358,FSArchiver,290517.0,20141225
359,Boxing_Day,199321.0,20141226
360,Ingres_(database),611510.0,20141227
361,Ingres_(database),1569853.0,20141228
362,Ingres_(database),1569054.0,20141229
363,Feynman_point,1591768.0,20141230
364,Feynman_point,402921.0,20141231
